   列号   行号   纬度   经度
    508    512  32.18  47.79
    508    513  32.18  47.87
    508    514  32.17  47.96
    508    515  32.17  48.04
    508    516  32.16  48.12
    508    517  32.16  48.20
    508    518  32.15  48.28
    508    519  32.15  48.36
    508    520  32.14  48.44
    508    521  32.14  48.52
    508    522  32.14  48.60
    508    523  32.13  48.68
    508    524  32.13  48.76
    508    525  32.12  48.84
    508    526  32.12  48.92
    508    527  32.11  49.00
    508    528  32.11  49.08
    508    529  32.10  49.16
    508    530  32.10  49.23
    508    531  32.09  49.31
    508    532  32.09  49.39
    508    533  32.09  49.47
    508    534  32.08  49.55
    508    535  32.08  49.63
    508    536  32.07  49.70
    508    537  32.07  49.78
    508    538  32.06  49.86
    508    539  32.06  49.94
    508    540  32.06  50.02
    508    541  32.05  50.09
    508    542  32.05  50.17
    508    543  32.04  50.25
    508    544  32.04  50.32
    508    545  32.03  50.40
    508    546  32.03  50.48
    508    547  32.03  50.55
    508    548  32.02  50.63
    508    549  32.02  50.71
    508    550  32.01  50.78
    509    451  32.45  42.55
    509    452  32.44  42.64
    509    453  32.43  42.73
    509    454  32.43  42.82
    509    455  32.42  42.91
    509    456  32.42  43.01
    509    457  32.41  43.10
    509    458  32.41  43.19
    509    459  32.40  43.28
    509    460  32.39  43.37
    509    461  32.39  43.46
    509    462  32.38  43.55
    509    463  32.38  43.64
    509    464  32.37  43.73
    509    465  32.36  43.82
    509    466  32.36  43.91
    509    467  32.35  44.00
    509    468  32.35  44.09
    509    469  32.34  44.18
    509    470  32.34  44.27
    509    471  32.33  44.36
    509    472  32.33  44.45
    509    473  32.32  44.53
    509    474  32.31  44.62
    509    475  32.31  44.71
    509    476  32.30  44.80
    509    477  32.30  44.89
    509    478  32.29  44.97
    509    479  32.29  45.06
    509    480  32.28  45.15
    509    481  32.28  45.23
    509    482  32.27  45.32
    509    483  32.27  45.41
    509    484  32.26  45.49
    509    485  32.26  45.58
    509    486  32.25  45.66
    509    487  32.25  45.75
    509    488  32.24  45.83
    509    489  32.23  45.92
    509    490  32.23  46.00
    509    491  32.22  46.09
    509    492  32.22  46.17
    509    493  32.21  46.26
    509    494  32.21  46.34
    509    495  32.20  46.43
    509    496  32.20  46.51
    509    497  32.19  46.59
    509    498  32.19  46.68
    509    499  32.18  46.76
    509    500  32.18  46.84
    509    501  32.17  46.93
    509    502  32.17  47.01
    509    503  32.16  47.09
    509    504  32.16  47.18
    509    505  32.15  47.26
    509    506  32.15  47.34
    509    507  32.14  47.42
    509    508  32.14  47.50
    509    509  32.14  47.59
    509    510  32.13  47.67
    509    511  32.13  47.75
    509    512  32.12  47.83
    509    513  32.12  47.91
    509    514  32.11  47.99
    509    515  32.11  48.07
    509    516  32.10  48.15
    509    517  32.10  48.23
    509    518  32.09  48.32
    509    519  32.09  48.40
    509    520  32.08  48.48
    509    521  32.08  48.56
    509    522  32.07  48.64
    509    523  32.07  48.72
    509    524  32.06  48.79
    509    525  32.06  48.87
    509    526  32.06  48.95
    509    527  32.05  49.03
    509    528  32.05  49.11
    509    529  32.04  49.19
    509    530  32.04  49.27
    509    531  32.03  49.35
    509    532  32.03  49.43
    509    533  32.02  49.50
    509    534  32.02  49.58
    509    535  32.02  49.66
    509    536  32.01  49.74
    509    537  32.01  49.82
    509    538  32.00  49.89
    509    539  32.00  49.97
    509    540  31.99  50.05
    509    541  31.99  50.13
    509    542  31.99  50.20
    509    543  31.98  50.28
    509    544  31.98  50.36
    509    545  31.97  50.43
    509    546  31.97  50.51
    509    547  31.96  50.59
    509    548  31.96  50.66
    509    549  31.96  50.74
    509    550  31.95  50.82
    510    451  32.38  42.59
    510    452  32.38  42.68
    510    453  32.37  42.78
    510    454  32.37  42.87
    510    455  32.36  42.96
    510    456  32.35  43.05
    510    457  32.35  43.14
    510    458  32.34  43.24
    510    459  32.34  43.33
    510    460  32.33  43.42
    510    461  32.32  43.51
    510    462  32.32  43.60
    510    463  32.31  43.69
    510    464  32.31  43.78
    510    465  32.30  43.87
    510    466  32.30  43.96
    510    467  32.29  44.05
    510    468  32.29  44.14
    510    469  32.28  44.22
    510    470  32.27  44.31
    510    471  32.27  44.40
    510    472  32.26  44.49
    510    473  32.26  44.58
    510    474  32.25  44.67
    510    475  32.25  44.75
    510    476  32.24  44.84
    510    477  32.24  44.93
    510    478  32.23  45.01
    510    479  32.23  45.10
    510    480  32.22  45.19
    510    481  32.21  45.27
    510    482  32.21  45.36
    510    483  32.20  45.45
    510    484  32.20  45.53
    510    485  32.19  45.62
    510    486  32.19  45.70
    510    487  32.18  45.79
    510    488  32.18  45.87
    510    489  32.17  45.96
    510    490  32.17  46.04
    510    491  32.16  46.13
    510    492  32.16  46.21
    510    493  32.15  46.30
    510    494  32.15  46.38
    510    495  32.14  46.47
    510    496  32.14  46.55
    510    497  32.13  46.63
    510    498  32.13  46.72
    510    499  32.12  46.80
    510    500  32.12  46.88
    510    501  32.11  46.97
    510    502  32.11  47.05
    510    503  32.10  47.13
    510    504  32.10  47.21
    510    505  32.09  47.30
    510    506  32.09  47.38
    510    507  32.08  47.46
    510    508  32.08  47.54
    510    509  32.07  47.62
    510    510  32.07  47.71
    510    511  32.06  47.79
    510    512  32.06  47.87
    510    513  32.05  47.95
    510    514  32.05  48.03
    510    515  32.04  48.11
    510    516  32.04  48.19
    510    517  32.04  48.27
    510    518  32.03  48.35
    510    519  32.03  48.43
    510    520  32.02  48.51
    510    521  32.02  48.59
    510    522  32.01  48.67
    510    523  32.01  48.75
    510    524  32.00  48.83
    510    525  32.00  48.91
    510    526  31.99  48.99
    510    527  31.99  49.07
    510    528  31.99  49.15
    510    529  31.98  49.23
    510    530  31.98  49.30
    510    531  31.97  49.38
    510    532  31.97  49.46
    510    533  31.96  49.54
    510    534  31.96  49.62
    510    535  31.95  49.70
    510    536  31.95  49.77
    510    537  31.95  49.85
    510    538  31.94  49.93
    510    539  31.94  50.01
    510    540  31.93  50.08
    510    541  31.93  50.16
    510    542  31.92  50.24
    510    543  31.92  50.31
    510    544  31.92  50.39
    510    545  31.91  50.47
    510    546  31.91  50.54
    510    547  31.90  50.62
    510    548  31.90  50.70
    510    549  31.89  50.77
    510    550  31.89  50.85
    511    451  32.32  42.64
    511    452  32.31  42.73
    511    453  32.31  42.82
    511    454  32.30  42.92
    511    455  32.30  43.01
    511    456  32.29  43.10
    511    457  32.29  43.19
    511    458  32.28  43.28
    511    459  32.27  43.37
    511    460  32.27  43.46
    511    461  32.26  43.55
    511    462  32.26  43.64
    511    463  32.25  43.73
    511    464  32.24  43.82
    511    465  32.24  43.91
    511    466  32.23  44.00
    511    467  32.23  44.09
    511    468  32.22  44.18
    511    469  32.22  44.27
    511    470  32.21  44.36
    511    471  32.21  44.44
    511    472  32.20  44.53
    511    473  32.20  44.62
    511    474  32.19  44.71
    511    475  32.18  44.80
    511    476  32.18  44.88
    511    477  32.17  44.97
    511    478  32.17  45.06
    511    479  32.16  45.14
    511    480  32.16  45.23
    511    481  32.15  45.32
    511    482  32.15  45.40
    511    483  32.14  45.49
    511    484  32.14  45.57
    511    485  32.13  45.66
    511    486  32.13  45.74
    511    487  32.12  45.83
    511    488  32.12  45.92
    511    489  32.11  46.00
    511    490  32.11  46.08
    511    491  32.10  46.17
    511    492  32.10  46.25
    511    493  32.09  46.34
    511    494  32.09  46.42
    511    495  32.08  46.51
    511    496  32.08  46.59
    511    497  32.07  46.67
    511    498  32.07  46.76
    511    499  32.06  46.84
    511    500  32.06  46.92
    511    501  32.05  47.00
    511    502  32.05  47.09
    511    503  32.04  47.17
    511    504  32.04  47.25
    511    505  32.03  47.33
    511    506  32.03  47.42
    511    507  32.02  47.50
    511    508  32.02  47.58
    511    509  32.01  47.66
    511    510  32.01  47.74
    511    511  32.00  47.82
    511    512  32.00  47.90
    511    513  31.99  47.99
    511    514  31.99  48.07
    511    515  31.98  48.15
    511    516  31.98  48.23
    511    517  31.97  48.31
    511    518  31.97  48.39
    511    519  31.96  48.47
    511    520  31.96  48.55
    511    521  31.96  48.63
    511    522  31.95  48.71
    511    523  31.95  48.79
    511    524  31.94  48.87
    511    525  31.94  48.95
    511    526  31.93  49.02
    511    527  31.93  49.10
    511    528  31.92  49.18
    511    529  31.92  49.26
    511    530  31.92  49.34
    511    531  31.91  49.42
    511    532  31.91  49.50
    511    533  31.90  49.57
    511    534  31.90  49.65
    511    535  31.89  49.73
    511    536  31.89  49.81
    511    537  31.88  49.88
    511    538  31.88  49.96
    511    539  31.88  50.04
    511    540  31.87  50.12
    511    541  31.87  50.19
    511    542  31.86  50.27
    511    543  31.86  50.35
    511    544  31.85  50.42
    511    545  31.85  50.50
    511    546  31.85  50.58
    511    547  31.84  50.65
    511    548  31.84  50.73
    511    549  31.83  50.81
    511    550  31.83  50.88
    512    451  32.26  42.69
    512    452  32.25  42.78
    512    453  32.25  42.87
    512    454  32.24  42.96
    512    455  32.23  43.05
    512    456  32.23  43.14
    512    457  32.22  43.24
    512    458  32.22  43.33
    512    459  32.21  43.42
    512    460  32.20  43.51
    512    461  32.20  43.60
    512    462  32.19  43.69
    512    463  32.19  43.78
    512    464  32.18  43.87
    512    465  32.18  43.96
    512    466  32.17  44.05
    512    467  32.17  44.13
    512    468  32.16  44.22
    512    469  32.15  44.31
    512    470  32.15  44.40
    512    471  32.14  44.49
    512    472  32.14  44.58
    512    473  32.13  44.66
    512    474  32.13  44.75
    512    475  32.12  44.84
    512    476  32.12  44.93
    512    477  32.11  45.01
    512    478  32.11  45.10
    512    479  32.10  45.19
    512    480  32.10  45.27
    512    481  32.09  45.36
    512    482  32.08  45.44
    512    483  32.08  45.53
    512    484  32.07  45.61
    512    485  32.07  45.70
    512    486  32.06  45.79
    512    487  32.06  45.87
    512    488  32.05  45.96
    512    489  32.05  46.04
    512    490  32.04  46.12
    512    491  32.04  46.21
    512    492  32.03  46.29
    512    493  32.03  46.38
    512    494  32.02  46.46
    512    495  32.02  46.54
    512    496  32.01  46.63
    512    497  32.01  46.71
    512    498  32.00  46.79
    512    499  32.00  46.88
    512    500  31.99  46.96
    512    501  31.99  47.04
    512    502  31.98  47.13
    512    503  31.98  47.21
    512    504  31.97  47.29
    512    505  31.97  47.37
    512    506  31.96  47.45
    512    507  31.96  47.54
    512    508  31.95  47.62
    512    509  31.95  47.70
    512    510  31.95  47.78
    512    511  31.94  47.86
    512    512  31.94  47.94
    512    513  31.93  48.02
    512    514  31.93  48.10
    512    515  31.92  48.18
    512    516  31.92  48.26
    512    517  31.91  48.34
    512    518  31.91  48.42
    512    519  31.90  48.50
    512    520  31.90  48.58
    512    521  31.89  48.66
    512    522  31.89  48.74
    512    523  31.89  48.82
    512    524  31.88  48.90
    512    525  31.88  48.98
    512    526  31.87  49.06
    512    527  31.87  49.14
    512    528  31.86  49.22
    512    529  31.86  49.30
    512    530  31.85  49.37
    512    531  31.85  49.45
    512    532  31.85  49.53
    512    533  31.84  49.61
    512    534  31.84  49.69
    512    535  31.83  49.76
    512    536  31.83  49.84
    512    537  31.82  49.92
    512    538  31.82  50.00
    512    539  31.82  50.07
    512    540  31.81  50.15
    512    541  31.81  50.23
    512    542  31.80  50.30
    512    543  31.80  50.38
    512    544  31.79  50.46
    512    545  31.79  50.53
    512    546  31.79  50.61
    512    547  31.78  50.69
    512    548  31.78  50.76
    512    549  31.77  50.84
    512    550  31.77  50.91
    513    451  32.19  42.73
    513    452  32.19  42.82
    513    453  32.18  42.92
    513    454  32.18  43.01
    513    455  32.17  43.10
    513    456  32.17  43.19
    513    457  32.16  43.28
    513    458  32.15  43.37
    513    459  32.15  43.46
    513    460  32.14  43.55
    513    461  32.14  43.64
    513    462  32.13  43.73
    513    463  32.13  43.82
    513    464  32.12  43.91
    513    465  32.11  44.00
    513    466  32.11  44.09
    513    467  32.10  44.18
    513    468  32.10  44.27
    513    469  32.09  44.35
    513    470  32.09  44.44
    513    471  32.08  44.53
    513    472  32.08  44.62
    513    473  32.07  44.71
    513    474  32.06  44.79
    513    475  32.06  44.88
    513    476  32.05  44.97
    513    477  32.05  45.05
    513    478  32.04  45.14
    513    479  32.04  45.23
    513    480  32.03  45.31
    513    481  32.03  45.40
    513    482  32.02  45.48
    513    483  32.02  45.57
    513    484  32.01  45.66
    513    485  32.01  45.74
    513    486  32.00  45.83
    513    487  32.00  45.91
    513    488  31.99  46.00
