(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(43.058, 31.304)	(43.148, 31.299)	(43.237, 31.293)	(43.327, 31.288)	(43.416, 31.282)	(43.505, 31.277)	(43.594, 31.271)	(43.683, 31.266)	(43.771, 31.260)	(43.859, 31.255)	(43.947, 31.249)	(44.035, 31.244)	(44.123, 31.239)	(44.210, 31.233)	(44.297, 31.228)	(44.384, 31.223)	(44.471, 31.218)	(44.558, 31.212)	(44.644, 31.207)	(44.730, 31.202)	(44.816, 31.197)	(44.902, 31.192)	(44.988, 31.186)	(45.074, 31.181)	(45.159, 31.176)	(45.244, 31.171)	(45.329, 31.166)	(45.414, 31.161)	(45.498, 31.156)	(45.583, 31.151)	(45.667, 31.146)	(45.751, 31.141)	(45.835, 31.136)	(45.919, 31.131)	(46.002, 31.126)	(46.086, 31.121)	(46.169, 31.117)	(46.252, 31.112)	(46.335, 31.107)	(46.418, 31.102)	(46.500, 31.097)	(46.583, 31.092)	(46.665, 31.088)	(46.747, 31.083)	(46.829, 31.078)	(46.911, 31.073)	(46.992, 31.069)	(47.074, 31.064)	(47.155, 31.059)	(47.236, 31.055)	(47.317, 31.050)	(47.398, 31.046)	(47.479, 31.041)	(47.560, 31.036)	(47.640, 31.032)	(47.720, 31.027)	(47.800, 31.023)	(47.880, 31.018)	(47.960, 31.014)	(48.040, 31.009)	(48.119, 31.005)	(48.199, 31.000)	(48.278, 30.996)	(48.357, 30.991)	(48.436, 30.987)	(48.515, 30.983)	(48.594, 30.978)	(48.672, 30.974)	(48.751, 30.969)	(48.829, 30.965)	(48.907, 30.961)	(48.985, 30.956)	(49.063, 30.952)	(49.141, 30.948)	(49.219, 30.944)	(49.296, 30.939)	(49.374, 30.935)	(49.451, 30.931)	(49.528, 30.927)	(49.605, 30.923)	(49.682, 30.918)	(49.759, 30.914)	(49.835, 30.910)	(49.912, 30.906)	(49.988, 30.902)	(50.064, 30.898)	(50.141, 30.894)	(50.217, 30.889)	(50.293, 30.885)	(50.368, 30.881)	(50.444, 30.877)	(50.520, 30.873)	(50.595, 30.869)	(50.670, 30.865)	(50.746, 30.861)	(50.821, 30.857)	(50.896, 30.853)	(50.971, 30.849)	(51.045, 30.845)	(51.120, 30.842)	
(43.101, 31.243)	(43.191, 31.237)	(43.280, 31.231)	(43.370, 31.226)	(43.459, 31.220)	(43.548, 31.215)	(43.636, 31.210)	(43.725, 31.204)	(43.813, 31.199)	(43.901, 31.193)	(43.989, 31.188)	(44.077, 31.183)	(44.164, 31.177)	(44.251, 31.172)	(44.338, 31.167)	(44.425, 31.162)	(44.512, 31.156)	(44.598, 31.151)	(44.685, 31.146)	(44.771, 31.141)	(44.857, 31.136)	(44.942, 31.130)	(45.028, 31.125)	(45.113, 31.120)	(45.198, 31.115)	(45.283, 31.110)	(45.368, 31.105)	(45.453, 31.100)	(45.537, 31.095)	(45.622, 31.090)	(45.706, 31.085)	(45.790, 31.080)	(45.873, 31.075)	(45.957, 31.070)	(46.040, 31.065)	(46.124, 31.061)	(46.207, 31.056)	(46.290, 31.051)	(46.372, 31.046)	(46.455, 31.041)	(46.537, 31.036)	(46.620, 31.032)	(46.702, 31.027)	(46.784, 31.022)	(46.866, 31.017)	(46.947, 31.013)	(47.029, 31.008)	(47.110, 31.003)	(47.191, 30.999)	(47.272, 30.994)	(47.353, 30.990)	(47.434, 30.985)	(47.515, 30.980)	(47.595, 30.976)	(47.675, 30.971)	(47.755, 30.967)	(47.835, 30.962)	(47.915, 30.958)	(47.995, 30.953)	(48.075, 30.949)	(48.154, 30.944)	(48.233, 30.940)	(48.312, 30.935)	(48.391, 30.931)	(48.470, 30.927)	(48.549, 30.922)	(48.628, 30.918)	(48.706, 30.913)	(48.784, 30.909)	(48.863, 30.905)	(48.941, 30.901)	(49.019, 30.896)	(49.096, 30.892)	(49.174, 30.888)	(49.252, 30.883)	(49.329, 30.879)	(49.406, 30.875)	(49.483, 30.871)	(49.560, 30.867)	(49.637, 30.862)	(49.714, 30.858)	(49.791, 30.854)	(49.867, 30.850)	(49.944, 30.846)	(50.020, 30.842)	(50.096, 30.838)	(50.172, 30.834)	(50.248, 30.830)	(50.324, 30.825)	(50.400, 30.821)	(50.475, 30.817)	(50.551, 30.813)	(50.626, 30.809)	(50.701, 30.805)	(50.776, 30.801)	(50.851, 30.797)	(50.926, 30.794)	(51.001, 30.790)	(51.076, 30.786)	(51.150, 30.782)	
(43.144, 31.181)	(43.234, 31.175)	(43.323, 31.170)	(43.412, 31.164)	(43.501, 31.159)	(43.590, 31.154)	(43.678, 31.148)	(43.767, 31.143)	(43.855, 31.137)	(43.943, 31.132)	(44.030, 31.127)	(44.118, 31.121)	(44.205, 31.116)	(44.292, 31.111)	(44.379, 31.106)	(44.466, 31.100)	(44.552, 31.095)	(44.639, 31.090)	(44.725, 31.085)	(44.811, 31.080)	(44.896, 31.074)	(44.982, 31.069)	(45.067, 31.064)	(45.153, 31.059)	(45.238, 31.054)	(45.322, 31.049)	(45.407, 31.044)	(45.492, 31.039)	(45.576, 31.034)	(45.660, 31.029)	(45.744, 31.024)	(45.828, 31.019)	(45.911, 31.014)	(45.995, 31.009)	(46.078, 31.005)	(46.161, 31.000)	(46.244, 30.995)	(46.327, 30.990)	(46.410, 30.985)	(46.492, 30.980)	(46.574, 30.976)	(46.657, 30.971)	(46.739, 30.966)	(46.820, 30.962)	(46.902, 30.957)	(46.984, 30.952)	(47.065, 30.947)	(47.146, 30.943)	(47.227, 30.938)	(47.308, 30.934)	(47.389, 30.929)	(47.469, 30.924)	(47.550, 30.920)	(47.630, 30.915)	(47.710, 30.911)	(47.790, 30.906)	(47.870, 30.902)	(47.950, 30.897)	(48.030, 30.893)	(48.109, 30.888)	(48.188, 30.884)	(48.268, 30.879)	(48.347, 30.875)	(48.425, 30.871)	(48.504, 30.866)	(48.583, 30.862)	(48.661, 30.858)	(48.740, 30.853)	(48.818, 30.849)	(48.896, 30.845)	(48.974, 30.840)	(49.052, 30.836)	(49.129, 30.832)	(49.207, 30.828)	(49.284, 30.823)	(49.362, 30.819)	(49.439, 30.815)	(49.516, 30.811)	(49.593, 30.807)	(49.670, 30.802)	(49.746, 30.798)	(49.823, 30.794)	(49.899, 30.790)	(49.975, 30.786)	(50.052, 30.782)	(50.128, 30.778)	(50.204, 30.774)	(50.279, 30.770)	(50.355, 30.766)	(50.431, 30.762)	(50.506, 30.758)	(50.582, 30.754)	(50.657, 30.750)	(50.732, 30.746)	(50.807, 30.742)	(50.882, 30.738)	(50.957, 30.734)	(51.031, 30.730)	(51.106, 30.726)	(51.180, 30.722)	
(43.187, 31.119)	(43.277, 31.114)	(43.366, 31.108)	(43.455, 31.103)	(43.543, 31.098)	(43.632, 31.092)	(43.720, 31.087)	(43.808, 31.081)	(43.896, 31.076)	(43.984, 31.071)	(44.072, 31.065)	(44.159, 31.060)	(44.246, 31.055)	(44.333, 31.050)	(44.420, 31.044)	(44.506, 31.039)	(44.592, 31.034)	(44.679, 31.029)	(44.765, 31.024)	(44.850, 31.018)	(44.936, 31.013)	(45.021, 31.008)	(45.107, 31.003)	(45.192, 30.998)	(45.277, 30.993)	(45.361, 30.988)	(45.446, 30.983)	(45.530, 30.978)	(45.614, 30.973)	(45.698, 30.968)	(45.782, 30.963)	(45.866, 30.958)	(45.949, 30.954)	(46.033, 30.949)	(46.116, 30.944)	(46.199, 30.939)	(46.282, 30.934)	(46.364, 30.929)	(46.447, 30.925)	(46.529, 30.920)	(46.611, 30.915)	(46.693, 30.910)	(46.775, 30.906)	(46.857, 30.901)	(46.938, 30.896)	(47.020, 30.892)	(47.101, 30.887)	(47.182, 30.882)	(47.263, 30.878)	(47.344, 30.873)	(47.424, 30.869)	(47.505, 30.864)	(47.585, 30.859)	(47.665, 30.855)	(47.745, 30.850)	(47.825, 30.846)	(47.905, 30.841)	(47.985, 30.837)	(48.064, 30.833)	(48.143, 30.828)	(48.223, 30.824)	(48.302, 30.819)	(48.381, 30.815)	(48.459, 30.810)	(48.538, 30.806)	(48.616, 30.802)	(48.695, 30.797)	(48.773, 30.793)	(48.851, 30.789)	(48.929, 30.785)	(49.007, 30.780)	(49.085, 30.776)	(49.162, 30.772)	(49.240, 30.768)	(49.317, 30.763)	(49.394, 30.759)	(49.471, 30.755)	(49.548, 30.751)	(49.625, 30.747)	(49.702, 30.742)	(49.778, 30.738)	(49.855, 30.734)	(49.931, 30.730)	(50.007, 30.726)	(50.083, 30.722)	(50.159, 30.718)	(50.235, 30.714)	(50.311, 30.710)	(50.386, 30.706)	(50.462, 30.702)	(50.537, 30.698)	(50.612, 30.694)	(50.687, 30.690)	(50.762, 30.686)	(50.837, 30.682)	(50.912, 30.678)	(50.987, 30.674)	(51.061, 30.670)	(51.136, 30.666)	(51.210, 30.662)	
(43.230, 31.058)	(43.319, 31.052)	(43.408, 31.047)	(43.497, 31.042)	(43.585, 31.036)	(43.674, 31.031)	(43.762, 31.025)	(43.850, 31.020)	(43.938, 31.015)	(44.025, 31.009)	(44.113, 31.004)	(44.200, 30.999)	(44.287, 30.994)	(44.373, 30.988)	(44.460, 30.983)	(44.546, 30.978)	(44.633, 30.973)	(44.719, 30.968)	(44.804, 30.963)	(44.890, 30.957)	(44.975, 30.952)	(45.061, 30.947)	(45.146, 30.942)	(45.231, 30.937)	(45.315, 30.932)	(45.400, 30.927)	(45.484, 30.922)	(45.569, 30.917)	(45.653, 30.912)	(45.736, 30.907)	(45.820, 30.903)	(45.904, 30.898)	(45.987, 30.893)	(46.070, 30.888)	(46.153, 30.883)	(46.236, 30.878)	(46.319, 30.874)	(46.401, 30.869)	(46.484, 30.864)	(46.566, 30.859)	(46.648, 30.855)	(46.730, 30.850)	(46.811, 30.845)	(46.893, 30.840)	(46.974, 30.836)	(47.056, 30.831)	(47.137, 30.827)	(47.218, 30.822)	(47.298, 30.817)	(47.379, 30.813)	(47.460, 30.808)	(47.540, 30.804)	(47.620, 30.799)	(47.700, 30.795)	(47.780, 30.790)	(47.860, 30.786)	(47.940, 30.781)	(48.019, 30.777)	(48.098, 30.772)	(48.178, 30.768)	(48.257, 30.763)	(48.336, 30.759)	(48.414, 30.755)	(48.493, 30.750)	(48.572, 30.746)	(48.650, 30.742)	(48.728, 30.737)	(48.806, 30.733)	(48.884, 30.729)	(48.962, 30.724)	(49.040, 30.720)	(49.117, 30.716)	(49.195, 30.712)	(49.272, 30.708)	(49.349, 30.703)	(49.426, 30.699)	(49.503, 30.695)	(49.580, 30.691)	(49.657, 30.687)	(49.734, 30.683)	(49.810, 30.678)	(49.886, 30.674)	(49.963, 30.670)	(50.039, 30.666)	(50.115, 30.662)	(50.190, 30.658)	(50.266, 30.654)	(50.342, 30.650)	(50.417, 30.646)	(50.493, 30.642)	(50.568, 30.638)	(50.643, 30.634)	(50.718, 30.630)	(50.793, 30.626)	(50.868, 30.622)	(50.942, 30.618)	(51.017, 30.615)	(51.091, 30.611)	(51.166, 30.607)	(51.240, 30.603)	
(43.272, 30.997)	(43.361, 30.991)	(43.450, 30.986)	(43.539, 30.980)	(43.627, 30.975)	(43.715, 30.969)	(43.803, 30.964)	(43.891, 30.959)	(43.979, 30.954)	(44.066, 30.948)	(44.153, 30.943)	(44.240, 30.938)	(44.327, 30.933)	(44.414, 30.927)	(44.500, 30.922)	(44.586, 30.917)	(44.672, 30.912)	(44.758, 30.907)	(44.844, 30.902)	(44.929, 30.897)	(45.015, 30.891)	(45.100, 30.886)	(45.185, 30.881)	(45.270, 30.876)	(45.354, 30.871)	(45.438, 30.866)	(45.523, 30.861)	(45.607, 30.857)	(45.691, 30.852)	(45.774, 30.847)	(45.858, 30.842)	(45.941, 30.837)	(46.024, 30.832)	(46.108, 30.827)	(46.190, 30.822)	(46.273, 30.818)	(46.356, 30.813)	(46.438, 30.808)	(46.520, 30.803)	(46.602, 30.799)	(46.684, 30.794)	(46.766, 30.789)	(46.848, 30.785)	(46.929, 30.780)	(47.010, 30.775)	(47.091, 30.771)	(47.172, 30.766)	(47.253, 30.762)	(47.334, 30.757)	(47.414, 30.752)	(47.495, 30.748)	(47.575, 30.743)	(47.655, 30.739)	(47.735, 30.734)	(47.815, 30.730)	(47.894, 30.725)	(47.974, 30.721)	(48.053, 30.717)	(48.133, 30.712)	(48.212, 30.708)	(48.291, 30.703)	(48.369, 30.699)	(48.448, 30.695)	(48.527, 30.690)	(48.605, 30.686)	(48.683, 30.682)	(48.761, 30.677)	(48.839, 30.673)	(48.917, 30.669)	(48.995, 30.665)	(49.073, 30.660)	(49.150, 30.656)	(49.227, 30.652)	(49.305, 30.648)	(49.382, 30.643)	(49.459, 30.639)	(49.536, 30.635)	(49.612, 30.631)	(49.689, 30.627)	(49.765, 30.623)	(49.842, 30.619)	(49.918, 30.615)	(49.994, 30.611)	(50.070, 30.606)	(50.146, 30.602)	(50.222, 30.598)	(50.297, 30.594)	(50.373, 30.590)	(50.448, 30.586)	(50.523, 30.582)	(50.598, 30.578)	(50.673, 30.575)	(50.748, 30.571)	(50.823, 30.567)	(50.898, 30.563)	(50.972, 30.559)	(51.047, 30.555)	(51.121, 30.551)	(51.196, 30.547)	(51.270, 30.543)	
(43.315, 30.935)	(43.404, 30.930)	(43.492, 30.924)	(43.581, 30.919)	(43.669, 30.914)	(43.757, 30.908)	(43.845, 30.903)	(43.932, 30.898)	(44.020, 30.892)	(44.107, 30.887)	(44.194, 30.882)	(44.281, 30.877)	(44.367, 30.871)	(44.454, 30.866)	(44.540, 30.861)	(44.626, 30.856)	(44.712, 30.851)	(44.798, 30.846)	(44.883, 30.841)	(44.969, 30.836)	(45.054, 30.831)	(45.139, 30.826)	(45.224, 30.821)	(45.308, 30.816)	(45.393, 30.811)	(45.477, 30.806)	(45.561, 30.801)	(45.645, 30.796)	(45.729, 30.791)	(45.812, 30.786)	(45.896, 30.781)	(45.979, 30.776)	(46.062, 30.772)	(46.145, 30.767)	(46.227, 30.762)	(46.310, 30.757)	(46.392, 30.752)	(46.475, 30.748)	(46.557, 30.743)	(46.639, 30.738)	(46.720, 30.734)	(46.802, 30.729)	(46.884, 30.724)	(46.965, 30.720)	(47.046, 30.715)	(47.127, 30.710)	(47.208, 30.706)	(47.289, 30.701)	(47.369, 30.697)	(47.449, 30.692)	(47.530, 30.688)	(47.610, 30.683)	(47.690, 30.679)	(47.770, 30.674)	(47.849, 30.670)	(47.929, 30.665)	(48.008, 30.661)	(48.087, 30.656)	(48.167, 30.652)	(48.246, 30.648)	(48.324, 30.643)	(48.403, 30.639)	(48.482, 30.635)	(48.560, 30.630)	(48.638, 30.626)	(48.716, 30.622)	(48.794, 30.617)	(48.872, 30.613)	(48.950, 30.609)	(49.028, 30.605)	(49.105, 30.600)	(49.183, 30.596)	(49.260, 30.592)	(49.337, 30.588)	(49.414, 30.584)	(49.491, 30.579)	(49.567, 30.575)	(49.644, 30.571)	(49.721, 30.567)	(49.797, 30.563)	(49.873, 30.559)	(49.949, 30.555)	(50.025, 30.551)	(50.101, 30.547)	(50.177, 30.543)	(50.252, 30.539)	(50.328, 30.535)	(50.403, 30.531)	(50.479, 30.527)	(50.554, 30.523)	(50.629, 30.519)	(50.704, 30.515)	(50.779, 30.511)	(50.853, 30.507)	(50.928, 30.503)	(51.002, 30.499)	(51.077, 30.495)	(51.151, 30.492)	(51.225, 30.488)	(51.299, 30.484)	
(43.357, 30.874)	(43.445, 30.869)	(43.534, 30.863)	(43.622, 30.858)	(43.710, 30.852)	(43.798, 30.847)	(43.886, 30.842)	(43.973, 30.837)	(44.060, 30.831)	(44.147, 30.826)	(44.234, 30.821)	(44.321, 30.816)	(44.407, 30.811)	(44.494, 30.805)	(44.580, 30.800)	(44.666, 30.795)	(44.752, 30.790)	(44.837, 30.785)	(44.922, 30.780)	(45.008, 30.775)	(45.093, 30.770)	(45.177, 30.765)	(45.262, 30.760)	(45.347, 30.755)	(45.431, 30.750)	(45.515, 30.745)	(45.599, 30.740)	(45.683, 30.735)	(45.766, 30.730)	(45.850, 30.725)	(45.933, 30.721)	(46.016, 30.716)	(46.099, 30.711)	(46.182, 30.706)	(46.264, 30.701)	(46.347, 30.697)	(46.429, 30.692)	(46.511, 30.687)	(46.593, 30.683)	(46.675, 30.678)	(46.757, 30.673)	(46.838, 30.669)	(46.919, 30.664)	(47.001, 30.659)	(47.082, 30.655)	(47.162, 30.650)	(47.243, 30.646)	(47.324, 30.641)	(47.404, 30.636)	(47.484, 30.632)	(47.565, 30.627)	(47.645, 30.623)	(47.724, 30.618)	(47.804, 30.614)	(47.884, 30.610)	(47.963, 30.605)	(48.042, 30.601)	(48.121, 30.596)	(48.200, 30.592)	(48.279, 30.588)	(48.358, 30.583)	(48.437, 30.579)	(48.515, 30.575)	(48.593, 30.570)	(48.671, 30.566)	(48.749, 30.562)	(48.827, 30.557)	(48.905, 30.553)	(48.983, 30.549)	(49.060, 30.545)	(49.138, 30.541)	(49.215, 30.536)	(49.292, 30.532)	(49.369, 30.528)	(49.446, 30.524)	(49.523, 30.520)	(49.599, 30.516)	(49.676, 30.512)	(49.752, 30.507)	(49.828, 30.503)	(49.904, 30.499)	(49.980, 30.495)	(50.056, 30.491)	(50.132, 30.487)	(50.208, 30.483)	(50.283, 30.479)	(50.359, 30.475)	(50.434, 30.471)	(50.509, 30.467)	(50.584, 30.463)	(50.659, 30.459)	(50.734, 30.455)	(50.809, 30.452)	(50.883, 30.448)	(50.958, 30.444)	(51.032, 30.440)	(51.107, 30.436)	(51.181, 30.432)	(51.255, 30.428)	(51.329, 30.425)	
(43.398, 30.813)	(43.487, 30.807)	(43.575, 30.802)	(43.663, 30.797)	(43.751, 30.791)	(43.839, 30.786)	(43.926, 30.781)	(44.014, 30.776)	(44.101, 30.770)	(44.188, 30.765)	(44.275, 30.760)	(44.361, 30.755)	(44.447, 30.750)	(44.534, 30.744)	(44.619, 30.739)	(44.705, 30.734)	(44.791, 30.729)	(44.876, 30.724)	(44.961, 30.719)	(45.046, 30.714)	(45.131, 30.709)	(45.216, 30.704)	(45.300, 30.699)	(45.385, 30.694)	(45.469, 30.689)	(45.553, 30.684)	(45.637, 30.679)	(45.720, 30.675)	(45.804, 30.670)	(45.887, 30.665)	(45.970, 30.660)	(46.053, 30.655)	(46.136, 30.651)	(46.219, 30.646)	(46.301, 30.641)	(46.383, 30.636)	(46.465, 30.632)	(46.547, 30.627)	(46.629, 30.622)	(46.711, 30.618)	(46.792, 30.613)	(46.874, 30.608)	(46.955, 30.604)	(47.036, 30.599)	(47.117, 30.594)	(47.198, 30.590)	(47.278, 30.585)	(47.359, 30.581)	(47.439, 30.576)	(47.519, 30.572)	(47.599, 30.567)	(47.679, 30.563)	(47.759, 30.558)	(47.838, 30.554)	(47.918, 30.550)	(47.997, 30.545)	(48.076, 30.541)	(48.155, 30.536)	(48.234, 30.532)	(48.313, 30.528)	(48.391, 30.523)	(48.470, 30.519)	(48.548, 30.515)	(48.626, 30.510)	(48.704, 30.506)	(48.782, 30.502)	(48.860, 30.498)	(48.938, 30.493)	(49.015, 30.489)	(49.093, 30.485)	(49.170, 30.481)	(49.247, 30.477)	(49.324, 30.472)	(49.401, 30.468)	(49.478, 30.464)	(49.554, 30.460)	(49.631, 30.456)	(49.707, 30.452)	(49.784, 30.448)	(49.860, 30.444)	(49.936, 30.440)	(50.012, 30.436)	(50.087, 30.432)	(50.163, 30.428)	(50.239, 30.424)	(50.314, 30.420)	(50.389, 30.416)	(50.465, 30.412)	(50.540, 30.408)	(50.615, 30.404)	(50.689, 30.400)	(50.764, 30.396)	(50.839, 30.392)	(50.913, 30.388)	(50.988, 30.384)	(51.062, 30.381)	(51.136, 30.377)	(51.210, 30.373)	(51.284, 30.369)	(51.358, 30.365)	
(43.440, 30.752)	(43.528, 30.746)	(43.617, 30.741)	(43.705, 30.736)	(43.792, 30.730)	(43.880, 30.725)	(43.967, 30.720)	(44.054, 30.715)	(44.141, 30.709)	(44.228, 30.704)	(44.315, 30.699)	(44.401, 30.694)	(44.487, 30.689)	(44.573, 30.684)	(44.659, 30.679)	(44.744, 30.674)	(44.830, 30.668)	(44.915, 30.663)	(45.000, 30.658)	(45.085, 30.653)	(45.170, 30.648)	(45.254, 30.643)	(45.339, 30.639)	(45.423, 30.634)	(45.507, 30.629)	(45.591, 30.624)	(45.674, 30.619)	(45.758, 30.614)	(45.841, 30.609)	(45.924, 30.604)	(46.007, 30.600)	(46.090, 30.595)	(46.173, 30.590)	(46.255, 30.585)	(46.338, 30.581)	(46.420, 30.576)	(46.502, 30.571)	(46.584, 30.567)	(46.665, 30.562)	(46.747, 30.557)	(46.828, 30.553)	(46.909, 30.548)	(46.990, 30.543)	(47.071, 30.539)	(47.152, 30.534)	(47.233, 30.530)	(47.313, 30.525)	(47.394, 30.521)	(47.474, 30.516)	(47.554, 30.512)	(47.634, 30.507)	(47.713, 30.503)	(47.793, 30.498)	(47.872, 30.494)	(47.952, 30.490)	(48.031, 30.485)	(48.110, 30.481)	(48.189, 30.476)	(48.268, 30.472)	(48.346, 30.468)	(48.425, 30.463)	(48.503, 30.459)	(48.581, 30.455)	(48.659, 30.451)	(48.737, 30.446)	(48.815, 30.442)	(48.893, 30.438)	(48.970, 30.434)	(49.048, 30.429)	(49.125, 30.425)	(49.202, 30.421)	(49.279, 30.417)	(49.356, 30.413)	(49.433, 30.409)	(49.509, 30.405)	(49.586, 30.400)	(49.662, 30.396)	(49.739, 30.392)	(49.815, 30.388)	(49.891, 30.384)	(49.967, 30.380)	(50.043, 30.376)	(50.118, 30.372)	(50.194, 30.368)	(50.269, 30.364)	(50.345, 30.360)	(50.420, 30.356)	(50.495, 30.352)	(50.570, 30.348)	(50.645, 30.344)	(50.719, 30.341)	(50.794, 30.337)	(50.869, 30.333)	(50.943, 30.329)	(51.017, 30.325)	(51.092, 30.321)	(51.166, 30.317)	(51.240, 30.314)	(51.313, 30.310)	(51.387, 30.306)	
(43.481, 30.691)	(43.570, 30.685)	(43.658, 30.680)	(43.745, 30.675)	(43.833, 30.669)	(43.920, 30.664)	(44.008, 30.659)	(44.095, 30.654)	(44.181, 30.649)	(44.268, 30.643)	(44.354, 30.638)	(44.441, 30.633)	(44.527, 30.628)	(44.612, 30.623)	(44.698, 30.618)	(44.783, 30.613)	(44.869, 30.608)	(44.954, 30.603)	(45.039, 30.598)	(45.124, 30.593)	(45.208, 30.588)	(45.292, 30.583)	(45.377, 30.578)	(45.461, 30.573)	(45.545, 30.568)	(45.628, 30.563)	(45.712, 30.559)	(45.795, 30.554)	(45.878, 30.549)	(45.961, 30.544)	(46.044, 30.539)	(46.127, 30.535)	(46.209, 30.530)	(46.292, 30.525)	(46.374, 30.520)	(46.456, 30.516)	(46.538, 30.511)	(46.620, 30.506)	(46.701, 30.502)	(46.783, 30.497)	(46.864, 30.492)	(46.945, 30.488)	(47.026, 30.483)	(47.107, 30.479)	(47.187, 30.474)	(47.268, 30.470)	(47.348, 30.465)	(47.428, 30.461)	(47.508, 30.456)	(47.588, 30.452)	(47.668, 30.447)	(47.748, 30.443)	(47.827, 30.438)	(47.906, 30.434)	(47.986, 30.430)	(48.065, 30.425)	(48.144, 30.421)	(48.222, 30.417)	(48.301, 30.412)	(48.379, 30.408)	(48.458, 30.404)	(48.536, 30.399)	(48.614, 30.395)	(48.692, 30.391)	(48.770, 30.387)	(48.848, 30.382)	(48.925, 30.378)	(49.003, 30.374)	(49.080, 30.370)	(49.157, 30.366)	(49.234, 30.361)	(49.311, 30.357)	(49.388, 30.353)	(49.464, 30.349)	(49.541, 30.345)	(49.617, 30.341)	(49.694, 30.337)	(49.770, 30.333)	(49.846, 30.329)	(49.922, 30.325)	(49.998, 30.321)	(50.073, 30.317)	(50.149, 30.313)	(50.224, 30.309)	(50.300, 30.305)	(50.375, 30.301)	(50.450, 30.297)	(50.525, 30.293)	(50.600, 30.289)	(50.675, 30.285)	(50.749, 30.281)	(50.824, 30.277)	(50.898, 30.273)	(50.973, 30.270)	(51.047, 30.266)	(51.121, 30.262)	(51.195, 30.258)	(51.269, 30.254)	(51.343, 30.251)	(51.416, 30.247)	
